Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],Title,Author,Imprint,Customer Currency,Sale Date
iTunes,9/1/15,9/30/15,1,3.18,AUD,Australia,,9781620157886,,1016001328,,,,4.99,,,,Loving Redemption,S.M. Stryker,Booktrope,AUD,
iTunes,9/1/15,9/30/15,2,5.08,AUD,Australia,,9781620158197,,1022625256,,,,3.99,,,,This OneÌ¢‰âÂ‰ã¢s For You,Brandy Jellum,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,0.63,AUD,Australia,,9781513701042,,1024275528,,,,0.99,,,,Dangerous Concoctions,Victoria Bright,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,2.54,AUD,Australia,,9781513700694,,1024664084,,,,3.99,,,,DragonÌ¢‰âÂ‰ã¢s Future,Kandi J. Wyatt,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,3.81,AUD,Australia,,9781513702629,,1027072052,,,,5.99,,,,Anchored To Love,S.M. Stryker,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,2.54,AUD,Australia,,9781513701059,,1029979201,,,,3.99,,,,Crossing the Line,Samantha Long,Booktrope,AUD,
iTunes,9/1/15,9/30/15,4,10.16,AUD,Australia,,9781513702698,,1032063847,,,,3.99,,,,Hell's Flower,"S.L. Schiefer,Jen Cousineau",Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,0.63,AUD,Australia,,9781513702476,,1032384197,,,,0.99,,,,You're It,Shari J. Ryan,Booktrope,AUD,
iTunes,9/1/15,9/30/15,2,3.8,AUD,Australia,,9781513702483,,1032759468,,,,2.99,,,,Unblocked - Episode Five,Marni Mann,Booktrope,AUD,
iTunes,9/1/15,9/30/15,2,7.62,AUD,Australia,,9781513701141,,1033409979,,,,5.99,,,,Broken Promises,Melissa Huie,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,4.45,AUD,Australia,,9781513703701,,1033410846,,,,6.99,,,,Avalon's Child,Leigh Bennett,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,0.63,AUD,Australia,,9781513701561,,1033412183,,,,0.99,,,,Falling for Her,Amy Stephens,Booktrope,AUD,
iTunes,9/1/15,9/30/15,3,7.62,AUD,Australia,,9781513701516,,1033737317,,,,3.99,,,,Full Count,Cori Williams,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,2.54,AUD,Australia,,9781513700670,,1039190164,,,,3.99,,,,Footprints,Nicky Jayne,Booktrope,AUD,
iTunes,9/1/15,9/30/15,1,2.54,AUD,Australia,,9781513700496,,1040634094,,,,3.99,,,,Lily in Bloom,Tammy Andresen,Booktrope,AUD,
iTunes,9/1/15,9/30/15,2,2.9,GBP,UK,,9781620152690,,719581050,,,,2.49,,,,The Dark Light of Day,T.M. Frazier,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,3.2,GBP,UK,,9781620150504,,729758943,,,,5.49,,,,Pick up the Damn Phone!,Joanne Black,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,2.04,GBP,UK,,9781620153949,,840589202,,,,3.49,,,,Unbridled Hearts Collection,Heather Huffman,Booktrope,GBP,
iTunes,9/1/15,9/30/15,2,1.16,GBP,UK,,9781620157053,,964404454,,,,0.99,,,,Uncharted Territory,Carolyn Ridder Aspenson,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,2.04,GBP,UK,,9781620159668,,991482435,,,,3.49,,,,Awake,Melanie Surani,Booktrope,GBP,
iTunes,9/1/15,9/30/15,2,2.9,GBP,UK,,9781620159712,,991483836,,,,2.49,,,,The Broken Road,Melissa Huie,Booktrope,GBP,
iTunes,9/1/15,9/30/15,8,4.64,GBP,UK,,9781620159316,,1012541305,,,,0.99,,,,Home No More,Leddy Harper,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,1.45,GBP,UK,,9781513701202,,1012981946,,,,2.49,,,,Rules for Reforming a Rake,Meara Platt,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,0.29,GBP,UK,,9781513701042,,1024275528,,,,0.49,,,,Dangerous Concoctions,Victoria Bright,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,1.45,GBP,UK,,9781513702629,,1027072052,,,,2.49,,,,Anchored To Love,S.M. Stryker,Booktrope,GBP,
iTunes,9/1/15,9/30/15,2,2.32,GBP,UK,,9781513702698,,1032063847,,,,1.99,,,,Hell's Flower,"S.L. Schiefer,Jen Cousineau",Booktrope,GBP,
iTunes,9/1/15,9/30/15,2,2.9,GBP,UK,,9781513701141,,1033409979,,,,2.49,,,,Broken Promises,Melissa Huie,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,1.16,GBP,UK,,9781513701516,,1033737317,,,,1.99,,,,Full Count,Cori Williams,Booktrope,GBP,
iTunes,9/1/15,9/30/15,1,4.48,DKK,Denmark,,9781620152690,,719581050,,,,8,,,,The Dark Light of Day,T.M. Frazier,Booktrope,DKK,
iTunes,9/1/15,9/30/15,1,4.48,DKK,Denmark,,9781620150504,,729758943,,,,8,,,,Pick up the Damn Phone!,Joanne Black,Booktrope,DKK,
iTunes,9/1/15,9/30/15,1,5.04,SEK,Sweden,,9781620152690,,719581050,,,,9,,,,The Dark Light of Day,T.M. Frazier,Booktrope,SEK,
